dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1525179600,2018-05-01 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.4,12.69,15.52,18.2,1018,,,40,3.1,190,,,,,1,800,Clear,sky is clear,01d
1525183200,2018-05-01 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.16,15.12,18.5,21,1018,,,34,3.6,190,,,,,1,800,Clear,sky is clear,01d
1525186800,2018-05-01 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22,17.83,20.6,24,1018,,,31,4.1,200,,,,,1,800,Clear,sky is clear,01d
1525190400,2018-05-01 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.91,19.27,23,25,1017,,,30,5.1,180,,,,,1,800,Clear,sky is clear,01d
1525194000,2018-05-01 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,25.76,21.46,24.7,27.2,1017,,,30,5.1,180,,,,,1,800,Clear,sky is clear,01d
1525197600,2018-05-01 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,26.76,21.66,25.6,28,1016,,,28,6.2,210,,,,,1,800,Clear,sky is clear,01d
1525201200,2018-05-01 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,27.79,21.94,26.6,29,1016,,,26,7.2,220,,,,,1,800,Clear,sky is clear,01d
1525204800,2018-05-01 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.33,21.12,27,30,1015,,,20,8.2,200,,,,,1,800,Clear,sky is clear,01d
1525208400,2018-05-01 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.4,20.94,27.5,30.6,1015,,,24,9.3,200,,,,,1,800,Clear,sky is clear,01d
1525212000,2018-05-01 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.21,22.09,26.97,30,1015,,,26,7.7,210,,,,,1,800,Clear,sky is clear,01d
1525215600,2018-05-01 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,27.33,21.17,26,29,1014,,,27,7.7,200,,,,,1,800,Clear,sky is clear,01d
1525219200,2018-05-02 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,26.24,21.5,25,28,1014,,,29,5.7,190,,,,,1,800,Clear,sky is clear,01d
1525222800,2018-05-02 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,24.14,20.19,23,25,1015,,,33,4.6,190,,,,,1,800,Clear,sky is clear,01n
1525226400,2018-05-02 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.33,19.27,21,24,1015,,,39,3.6,180,,,,,1,800,Clear,sky is clear,01n
1525230000,2018-05-02 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.29,17.75,20,23,1015,,,40,4.1,190,,,,,1,800,Clear,sky is clear,01n
1525233600,2018-05-02 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.01,16.07,19,21.1,1016,,,38,4.1,200,,,,,1,800,Clear,sky is clear,01n
1525237200,2018-05-02 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.06,15.02,18,21.1,1017,,,39,4.1,210,,,,,1,800,Clear,sky is clear,01n
1525240800,2018-05-02 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.41,14.75,17.2,19.2,1016,,,41,3.6,190,,,,,1,800,Clear,sky is clear,01n
1525244400,2018-05-02 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.32,14.69,15.4,19,1016,,,49,2.6,170,,,,,1,800,Clear,sky is clear,01n
1525248000,2018-05-02 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.84,14.37,14.4,19,1015,,,53,2.6,180,,,,,1,800,Clear,sky is clear,01n
1525251600,2018-05-02 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.24,13.35,13.9,19,1015,,,54,3.1,170,,,,,1,800,Clear,sky is clear,01n
1525255200,2018-05-02 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.01,14.28,12,19,1015,,,62,2.06,180,,,,,1,800,Clear,sky is clear,01n
1525258800,2018-05-02 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.95,14.53,13.3,20,1015,,,59,3.1,170,,,,,1,800,Clear,sky is clear,01d
1525262400,2018-05-02 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.12,14.15,18,20,1015,,,46,6.17,230,,,,,1,800,Clear,sky is clear,01d
1525266000,2018-05-02 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.98,17.09,20,23,1015,,,45,5.1,200,,,,,75,803,Clouds,broken clouds,04d
1525269600,2018-05-02 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.63,16.66,22,23,1015,,,38,7.72,230,,,,,20,801,Clouds,few clouds,02d
1525273200,2018-05-02 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.37,17.95,22,24.92,1015,,,42,7.7,200,,,,,75,803,Clouds,broken clouds,04d
1525276800,2018-05-02 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,24.2,19.68,22.8,25.88,1015,,,42,6.7,210,,,,,90,804,Clouds,overcast clouds,04d
1525280400,2018-05-02 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,26.11,20.84,24.5,28,1015,,,37,7.7,200,,,,,75,803,Clouds,broken clouds,04d
1525284000,2018-05-02 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,26.83,21.85,25,28.3,1014,,,38,7.7,230,,,,,75,803,Clouds,broken clouds,04d
1525287600,2018-05-02 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,27.42,22.61,26.1,28.41,1014,,,41,8.2,220,,,,,20,801,Clouds,few clouds,02d
1525291200,2018-05-02 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,27.87,23.56,27.17,29.4,1013,,,44,8.2,210,,,,,75,803,Clouds,broken clouds,04d
1525294800,2018-05-02 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.37,22.97,27,29.4,1013,,,43,9.8,210,,,,,75,803,Clouds,broken clouds,04d
1525298400,2018-05-02 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.48,24.59,27,30.6,1013,,,43,7.7,210,,,,,20,801,Clouds,few clouds,02d
1525302000,2018-05-02 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,28.47,25.75,27.43,30.6,1012,,,44,6.2,210,,,,,20,801,Clouds,few clouds,02d
1525305600,2018-05-03 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,27.62,23.19,26.5,29,1012,,,50,9.3,200,,,,,40,211,Thunderstorm,thunderstorm,11d
1525309200,2018-05-03 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.58,22.47,17.8,26.12,1013,,,75,2.1,190,0.12,,,,1,211,Thunderstorm,proximity thunderstorm,11n
1525312800,2018-05-03 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.63,21.05,18.7,23.44,1013,,,78,2.6,170,0.95,,,,40,211,Thunderstorm,proximity thunderstorm,11n
1525316400,2018-05-03 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.18,18.76,18,21.67,1014,,,93,4.6,210,0.5,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1525316400,2018-05-03 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.18,18.76,18,21.67,1014,,,93,4.6,210,0.5,,,,90,500,Rain,light rain,10n
1525320000,2018-05-03 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.74,19.4,17.7,20.66,1014,,,96,3.1,190,2.05,,,,90,501,Rain,moderate rain,10n
1525323600,2018-05-03 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.5,18.85,17.8,19.48,1015,,,93,3.1,270,0.75,,,,90,500,Rain,light rain,10n
1525327200,2018-05-03 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.08,18.47,17.1,18.97,1015,,,96,3.1,170,3.3,,,,90,501,Rain,moderate rain,10n
1525330800,2018-05-03 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.96,18.3,17.1,19.07,1014,,,96,3.1,160,0.3,,,,90,500,Rain,light rain,10n
1525334400,2018-05-03 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.74,17.29,17.1,18.96,1014,,,96,4.1,210,0.9,,,,90,500,Rain,light rain,10n
1525338000,2018-05-03 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.67,18.24,17,18.85,1014,,,96,2.6,220,1.75,2.65,,,90,501,Rain,moderate rain,10n
1525341600,2018-05-03 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.34,17.43,16.6,18.3,1014,,,96,3.1,170,0.65,,,,90,500,Rain,light rain,10n
1525345200,2018-05-03 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.93,16.51,16.1,17.88,1013,,,96,3.6,170,1.65,,,,90,501,Rain,moderate rain,10d
1525348800,2018-05-03 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.92,17.1,16.1,17.8,1014,,,100,3.1,170,0.5,,,,90,500,Rain,light rain,10d
1525352400,2018-05-03 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.16,17.33,16.2,18.34,1015,,,93,2.6,180,1.5,,,,90,501,Rain,moderate rain,10d
1525352400,2018-05-03 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.16,17.33,16.2,18.34,1015,,,93,2.6,180,1.5,,,,90,701,Mist,mist,50d
1525356000,2018-05-03 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.04,17.51,17,19,1014,,,93,4.1,180,0.65,,,,75,500,Rain,light rain,10d
1525359600,2018-05-03 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.1,17.59,17,19.34,1014,,,93,4.1,170,0.5,4.1,,,90,500,Rain,light rain,10d
1525363200,2018-05-03 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.47,19.18,18,21,1013,,,93,4.6,170,,,,,75,803,Clouds,broken clouds,04d
1525366800,2018-05-03 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.88,19.63,19,22,1013,,,83,5.7,200,,,,,90,804,Clouds,overcast clouds,04d
1525370400,2018-05-03 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.5,19.65,19.9,22.33,1013,,,81,6.7,190,,,,,90,804,Clouds,overcast clouds,04d
1525374000,2018-05-03 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.21,21.25,19,23,1013,,,75,5.1,200,,,,,90,804,Clouds,overcast clouds,04d
1525377600,2018-05-03 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.43,20.57,19.3,23.3,1013,,,89,6.2,250,1.65,,,,90,501,Rain,moderate rain,10d
1525377600,2018-05-03 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.43,20.57,19.3,23.3,1013,,,89,6.2,250,1.65,,,,90,701,Mist,mist,50d
1525381200,2018-05-03 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.63,19.58,20,23.1,1014,,,78,6.7,250,0.8,1.65,,,90,500,Rain,light rain,10d
1525384800,2018-05-03 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.03,21.08,19.3,23.3,1014,,,76,5.1,260,,,,,75,803,Clouds,broken clouds,04d
1525388400,2018-05-03 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.01,22.98,19.73,23.3,1014,,,78,2.6,250,,,,,40,802,Clouds,scattered clouds,03d
1525392000,2018-05-04 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.9,22.63,17,22.2,1015,,,80,1.11,66,,,,,90,804,Clouds,overcast clouds,04d
1525395600,2018-05-04 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.03,19.86,16,21,1014,,,87,2.1,130,,,,,90,804,Clouds,overcast clouds,04n
1525399200,2018-05-04 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.05,18.51,15,20,1014,,,87,2.1,140,0.2,,,,90,500,Rain,light rain,10n
1525402800,2018-05-04 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.62,17.18,13.9,19.4,1014,,,90,1.5,60,,0.5,,,90,500,Rain,light rain,10n
1525406400,2018-05-04 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.93,15.83,13.9,18.11,1014,,,96,2.6,60,2,,,,90,500,Rain,light rain,10n
1525406400,2018-05-04 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.93,15.83,13.9,18.11,1014,,,96,2.6,60,2,,,,90,701,Mist,mist,50n
1525410000,2018-05-04 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.49,14.88,13,18.6,1013,,,96,3.1,170,,,,,90,701,Mist,mist,50n
1525413600,2018-05-04 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.28,16.31,15,19.06,1012,,,96,2.6,200,1.4,,,,40,501,Rain,moderate rain,10n
1525417200,2018-05-04 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.08,17.22,15,18.78,1010,,,93,2.6,150,,,,,75,803,Clouds,broken clouds,04n
1525420800,2018-05-04 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.31,17.88,17.8,19.2,1009,,,93,4.1,170,,,,,75,803,Clouds,broken clouds,04n
1525424400,2018-05-04 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.11,16.9,17.43,19,1009,,,93,5.1,180,,,,,75,803,Clouds,broken clouds,04n
1525428000,2018-05-04 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.97,17.9,18,20.6,1008,,,90,5.1,190,,,,,75,803,Clouds,broken clouds,04n
1525431600,2018-05-04 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.52,17.73,18.5,20.6,1007,,,83,5.7,190,,,,,90,804,Clouds,overcast clouds,04d
1525435200,2018-05-04 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.7,16.93,18.7,21,1007,,,83,7.2,180,,,,,75,803,Clouds,broken clouds,04d
1525438800,2018-05-04 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.17,16.73,19,21.1,1006,,,81,8.2,200,,,,,40,802,Clouds,scattered clouds,03d
1525442400,2018-05-04 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.44,16.89,20.5,22.33,1006,,,75,9.8,190,,,,,75,803,Clouds,broken clouds,04d
1525446000,2018-05-04 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.24,16.68,21.7,23.3,1005,,,68,10.8,200,,,,,75,803,Clouds,broken clouds,04d
1525449600,2018-05-04 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.48,15.51,20.46,24.4,1005,,,59,11.8,210,,,,,75,803,Clouds,broken clouds,04d
1525453200,2018-05-04 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.93,12.61,19,25,1006,,,63,15.4,220,0.14,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1525456800,2018-05-04 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.4,11.16,17.6,22.2,1007,,,48,12.9,250,,,,,1,800,Clear,sky is clear,01d
1525460400,2018-05-04 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.17,9.28,18,22,1009,,,50,15.4,260,,,,,1,800,Clear,sky is clear,01d
1525464000,2018-05-04 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.04,13.43,17.9,21.7,1011,,,46,8.8,270,,,,,1,800,Clear,sky is clear,01d
1525467600,2018-05-04 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.66,11.72,17.8,21.1,1012,,,48,10.8,270,,,,,1,800,Clear,sky is clear,01d
1525471200,2018-05-04 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.53,11.39,17.8,19.4,1013,,,53,9.8,270,,,,,1,800,Clear,sky is clear,01d
1525474800,2018-05-04 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.82,14.69,17.5,20,1014,,,54,5.7,270,,,,,1,800,Clear,sky is clear,01d
1525478400,2018-05-05 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.2,15.18,16.8,19.4,1015,,,56,4.1,270,,,,,1,800,Clear,sky is clear,01d
1525482000,2018-05-05 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.15,14.32,15,17.2,1016,,,66,2.6,280,,,,,1,800,Clear,sky is clear,01n
1525485600,2018-05-05 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,14.76,13.97,13,17,1017,,,77,1.5,240,,,,,1,800,Clear,sky is clear,01n
1525489200,2018-05-05 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.38,12.83,11,16,1017,,,89,1.5,190,,,,,1,800,Clear,sky is clear,01n
1525492800,2018-05-05 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.05,10.34,12.8,13.33,1017,,,77,3.6,210,,,,,1,800,Clear,sky is clear,01n
1525496400,2018-05-05 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.61,10.15,11,13.3,1017,,,77,3.09,210,,,,,1,800,Clear,sky is clear,01n
1525500000,2018-05-05 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.45,9.47,11.4,13.3,1017,,,82,4.12,210,,,,,1,800,Clear,sky is clear,01n
1525503600,2018-05-05 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.32,8.71,11,13.3,1017,,,77,4.63,230,,,,,1,800,Clear,sky is clear,01n
1525507200,2018-05-05 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.4,9.41,8.3,13.1,1017,,,100,3.47,229,,,,,1,800,Clear,sky is clear,01n
1525510800,2018-05-05 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.68,8.51,10,13,1017,,,82,4.12,230,,,,,20,801,Clouds,few clouds,02n
1525514400,2018-05-05 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.8,8.75,8,13,1017,,,96,3.06,237,,,,,1,701,Mist,mist,50n
1525518000,2018-05-05 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.59,10.68,10,13,1017,,,92,1.5,180,,,,,1,800,Clear,sky is clear,01d
1525521600,2018-05-05 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.8,12.45,13,15,1018,,,86,2.6,190,,,,,75,803,Clouds,broken clouds,04d
1525525200,2018-05-05 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.14,12.32,15.18,17.2,1018,,,69,5.7,200,,,,,75,803,Clouds,broken clouds,04d
1525528800,2018-05-05 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.88,15.39,17,19.4,1018,,,65,4.1,190,,,,,75,803,Clouds,broken clouds,04d
1525532400,2018-05-05 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.87,17.38,18.9,22,1018,,,62,4.6,180,,,,,75,803,Clouds,broken clouds,04d
1525536000,2018-05-05 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.83,19.26,21,23,1017,,,54,4.6,210,,,,,1,800,Clear,sky is clear,01d
1525539600,2018-05-05 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.46,19.3,22.6,24,1017,,,44,6.2,190,,,,,1,800,Clear,sky is clear,01d
1525543200,2018-05-05 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.89,19.7,23.3,24.4,1016,,,39,5.7,220,,,,,1,800,Clear,sky is clear,01d
1525546800,2018-05-05 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,24.24,21.1,23.28,25.6,1016,,,41,4.6,180,,,,,20,801,Clouds,few clouds,02d
1525550400,2018-05-05 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,24.05,21.57,22.8,25,1015,,,41,3.6,190,,,,,90,804,Clouds,overcast clouds,04d
1525554000,2018-05-05 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.79,21.6,22.7,25.6,1015,,,41,3.1,190,,,,,20,801,Clouds,few clouds,02d
1525557600,2018-05-05 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.54,19.69,21.9,25,1015,,,39,5.1,190,,,,,75,803,Clouds,broken clouds,04d
1525561200,2018-05-05 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,22.86,19.14,20.4,24.4,1015,,,42,5.1,170,,,,,1,800,Clear,sky is clear,01d
1525564800,2018-05-06 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.5,19.47,20.82,22.5,1014,,,49,3.1,170,,,,,1,800,Clear,sky is clear,01d
1525568400,2018-05-06 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.32,17.83,17,21.3,1014,,,54,2.1,160,,,,,1,800,Clear,sky is clear,01n
1525572000,2018-05-06 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.16,16.67,17.6,19,1015,,,58,2.1,170,,,,,1,800,Clear,sky is clear,01n
1525575600,2018-05-06 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.53,15.8,16.78,18.3,1015,,,62,2.6,160,,,,,1,800,Clear,sky is clear,01n
1525579200,2018-05-06 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.56,16.1,14.4,17.8,1015,,,74,1.5,150,,,,,1,800,Clear,sky is clear,01n
1525582800,2018-05-06 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.76,14.01,14,16.5,1015,,,69,2.6,180,,,,,1,800,Clear,sky is clear,01n
1525586400,2018-05-06 06:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.31,13.73,14,16.1,1014,,,74,2.6,180,,,,,1,800,Clear,sky is clear,01n
1525590000,2018-05-06 07:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,14.85,13.31,12.7,16.1,1014,,,77,2.6,170,,,,,1,800,Clear,sky is clear,01n
1525593600,2018-05-06 08:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,14.22,13.02,11,17,1014,,,80,2.1,170,,,,,1,800,Clear,sky is clear,01n
1525597200,2018-05-06 09:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.46,12.78,10.2,16,1014,,,86,1.5,180,,,,,1,800,Clear,sky is clear,01n
1525600800,2018-05-06 10:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.88,12.07,10,16,1014,,,96,2.15,237,,,,,1,800,Clear,sky is clear,01n
1525604400,2018-05-06 11:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,11.97,11.05,9,14.4,1014,,,96,1.92,231,,,,,1,800,Clear,sky is clear,01d
1525608000,2018-05-06 12:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.85,13.65,12,15,1014,,,93,1.5,120,,,,,1,800,Clear,sky is clear,01d
1525611600,2018-05-06 13:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.92,15.93,15,17,1014,,,77,0.83,301,,,,,1,800,Clear,sky is clear,01d
1525615200,2018-05-06 14:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.82,17.27,16.4,18.6,1014,,,67,1.5,240,,,,,1,800,Clear,sky is clear,01d
1525618800,2018-05-06 15:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,20.15,19.76,19,21.1,1014,,,60,1.5,0,,,,,1,800,Clear,sky is clear,01d
1525622400,2018-05-06 16:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.89,21.87,19.6,23.3,1013,,,52,0.73,16,,,,,1,800,Clear,sky is clear,01d
1525626000,2018-05-06 17:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.82,23.34,22.91,25,1013,,,48,1.63,357,,,,,1,800,Clear,sky is clear,01d
1525629600,2018-05-06 18:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,23.57,21.55,22.71,25.6,1013,,,47,3.6,290,,,,,75,803,Clouds,broken clouds,04d
1525633200,2018-05-06 19:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,21.13,16.15,18.4,23,1013,,,45,6.7,330,0.93,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1525636800,2018-05-06 20:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,19.11,15.74,16.5,21.1,1013,,,48,4.1,330,0.5,,,,90,500,Rain,light rain,10d
1525640400,2018-05-06 21:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.04,13.73,16.7,19.66,1014,,,54,5.7,10,0.3,0.3,,,90,500,Rain,light rain,10d
1525644000,2018-05-06 22:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,18.41,15.79,16,21,1015,,,56,3.6,40,,,,,75,803,Clouds,broken clouds,04d
1525647600,2018-05-06 23:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,17.3,10.58,15,19,1015,,,41,7.7,20,,,,,90,804,Clouds,overcast clouds,04d
1525651200,2018-05-07 00:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,16.14,10.88,15.6,17,1016,,,51,6.2,10,,,,,90,804,Clouds,overcast clouds,04d
1525654800,2018-05-07 01:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,15.08,11.31,14,16.1,1017,,,55,4.1,360,,,,,75,803,Clouds,broken clouds,04n
1525658400,2018-05-07 02:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,13.88,9.74,13,14.81,1018,,,59,4.6,350,,,,,20,801,Clouds,few clouds,02n
1525662000,2018-05-07 03:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.82,9.52,12,13.49,1019,,,66,3.6,340,,,,,20,801,Clouds,few clouds,02n
1525665600,2018-05-07 04:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,12.15,8.24,11.33,13,1019,,,71,4.6,330,,,,,20,801,Clouds,few clouds,02n
1525669200,2018-05-07 05:00:00 +0000 UTC,-14400,Ann Arbor,42.280826,-83.743038,10.71,7.41,9.88,11.8,1019,,,76,3.6,330,,,,,1,800,Clear,sky is clear,01n
