,Unnamed: 0,Unnamed: 0.1,TripId,TripId_raw,VehId,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm],Weight,Displacement
403,403,403,7777,730,448,3452.5627533084034,2.481055555555556,0.1983313890058388,0.0799383103541301,3000,1.5
404,404,404,7818,1135,350,5654.226804123711,3.2333333333333334,0.2871436097219982,0.0888073019758757,3000,1.5
405,405,405,7828,984,474,3519.089316987741,1.903333333333333,0.1685178861606824,0.0885382939548243,3000,1.5
406,406,406,7838,443,564,4950.417747732737,4.667888888888889,0.4412772263792257,0.0945346465785872,3000,1.5
407,407,407,7862,998,411,5619.6205460434985,5.4025,0.5101371169318147,0.094426120672247,3000,1.5
408,408,408,7867,1470,231,5101.013583396539,2.014305555555556,0.209230978589666,0.1038725122971519,3000,1.8
409,409,409,7905,249,360,4027.981420336897,1.489083333333333,0.1651260805186002,0.1108910944218032,3000,1.8
410,410,410,7952,51,605,7413.135470407512,1.4375833333333334,0.1911380548588974,0.1329578956760054,4000,2.3
411,411,411,7954,660,564,5578.309409888358,6.27,0.5826156357648575,0.0929211540294828,3000,1.5
412,412,412,7960,379,368,5227.540643824082,3.85975,0.5266614941915952,0.1364496390158935,3500,2.4
413,413,413,7961,852,357,9381.799651789885,0.6541388888888889,0.0650940221529459,0.0995110109773685,3500,2.5
414,414,414,7971,1000,344,7236.239111948703,1.2086388888888888,0.1465016079050229,0.1212120586651841,3500,2.3
415,415,415,7981,439,564,4067.817446089228,5.965361111111111,0.5685428910724063,0.0953073720907583,3000,1.5
416,416,416,7994,1158,458,4041.055253263956,3.502055555555556,0.3819338467890023,0.1090599051700119,3500,2.4
417,417,417,8006,2473,458,7932.4822695035455,1.7625000000000002,0.2022236678555641,0.1147368328258519,3500,2.4
418,418,418,8018,1094,124,3832.58758048674,1.0181111111111112,0.0959653176174656,0.0942581969395602,3000,1.8
419,419,419,8035,1525,381,5671.430135325176,3.298638888888889,0.4226625418367036,0.1281324073575913,3500,2.4
420,420,420,8036,845,447,6054.117210536079,7.037194444444445,0.7156967085303263,0.101701994193913,3000,1.5
421,421,421,8055,809,447,8258.744928389498,2.170305555555556,0.3321631960829417,0.1530490465882415,3000,1.5
422,422,422,8089,424,220,1206.4773425545504,4.610944444444445,0.3288279740471405,0.0713146683958279,3000,1.8
423,423,423,8093,862,378,2122.2555678407834,1.58275,0.1265407018096413,0.0799498984739481,2500,1.5
424,424,424,8144,2513,347,4285.146723148738,6.754027777777779,0.9669082669943668,0.1431602443471887,4000,3.3
425,425,425,8161,1645,231,6267.860072552272,1.5238055555555556,0.1171015539407909,0.0768480948988911,3000,1.8
426,426,426,8162,554,605,4576.846351141022,2.5342777777777776,0.2698389950860457,0.1064756979097446,4000,2.3
427,427,427,8163,549,382,3800.589168366191,1.10325,0.0682262461959435,0.0618411476963004,3000,1.5
428,428,428,8203,771,452,7916.032791291494,1.033472222222222,0.101614956168845,0.0983238387872173,3000,1.5
429,429,429,8275,569,451,7335.06120249429,1.0824722222222225,0.1070961551959713,0.098936631349405,3000,1.5
430,430,430,8297,716,451,3605.685570710697,0.9673611111111112,0.1116677509331511,0.115435435279065,3000,1.5
431,431,431,8317,2515,347,3144.553684415458,2.56825,0.3995866321011287,0.1555871243458108,4000,3.3
432,432,432,8339,755,407,6973.821989528796,0.4456666666666666,0.0575443872655227,0.1291197919196472,3500,2.3
433,433,433,8367,877,458,4147.072266517699,1.6409166666666666,0.1849002601030861,0.1126810787282024,3500,2.4
434,434,434,8368,1069,468,4109.323330536498,2.2512222222222222,0.2685712779458877,0.1193002073694777,3500,1.8
435,435,435,8373,1390,381,5654.651317836348,1.2499444444444443,0.1965274020535422,0.1572289095943713,3500,2.4
436,436,436,8383,941,124,2996.045536249251,1.8544444444444443,0.1792957880498981,0.0966843674325394,3000,1.8
